,index,Neighborhood,OccurMonth_Year,Matched_Names,Animal Cruelty Offenses,Arson,Assault Offenses,Bribery,Burglary,Counterfeiting/Forgery,Drug/Narcotic Offenses,Embezzlement,Extortion/Blackmail,Fraud Offenses,Homicide Offenses,Human Trafficking Offenses,Kidnapping/Abduction,Larceny Offenses,Motor Vehicle Theft,Pornography/Obscene Material,Prostitution Offenses,Robbery,Sex Offenses,Stolen Property Offenses,Vandalism,Weapon Law Violations,Total_Offenses,Average Radiance Per Pixel Per month,avg_home_price,median_home_price,average_cost_per_foot,days_on_market,homes_sold_2017,condo_sales,distressed_property_sales,year_built,adj_popn,adj_popn_pe_sq_mi,median_age,median_household_income,home_ownership,married,divorced,widowed,seperated,never_married,popn_bachelors_degree_perc,popn_graduate_degree,median_monthly_housing_expenses,people_below_poverty,unemployed_perc,english_perc,perc_households_children,x,perc_diff_county_last_year,perc_diff_state_last_year,total_newcomers_perc,x.1,parks_perc,x.2,commute_by_public_transit,commute_by_bike_perc,commute_by_walking_perc,commute_biking_walking_perc,miles_bike_route_per_sqkm,walk_score
1640,1640,ELIOT,2020-12,ELIOT,0.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,45.0,32.184273886157854,532227,520000,255,33,45,7,0,1949,3851,4556,37,48350,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8,1,11,18.6,13.2,12.0,25.2,8.1,84
1641,1641,ELIOT,2021-01,ELIOT,0.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,28.0,43.45785176447168,532227,520000,255,33,45,7,0,1949,3851,4556,37,48350,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8,1,11,18.6,13.2,12.0,25.2,8.1,84
1642,1642,ELIOT,2021-02,ELIOT,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,25.0,57.041102249053374,532227,520000,255,33,45,7,0,1949,3851,4556,37,48350,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8,1,11,18.6,13.2,12.0,25.2,8.1,84
1643,1643,ELIOT,2021-03,ELIOT,0.0,3.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,39.0,49.00092831754971,532227,520000,255,33,45,7,0,1949,3851,4556,37,48350,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8,1,11,18.6,13.2,12.0,25.2,8.1,84
1644,1644,ELIOT,2021-04,ELIOT,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,22.0,,532227,520000,255,33,45,7,0,1949,3851,4556,37,48350,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8,1,11,18.6,13.2,12.0,25.2,8.1,84
1645,1645,ELIOT,2021-05,ELIOT,0.0,2.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,2.0,1.0,0.0,13.0,1.0,48.0,48.224785228665006,532227,520000,255,33,45,7,0,1949,3851,4556,37,48350,24.1,21.7,14.6,6.2,2.3,55.0,31.8,20.0,1017,23.8,10.5,91.1,12.3,70.3,5.4,8.3,14.1,8,1,11,18.6,13.2,12.0,25.2,8.1,84
1646,1646,FAR SOUTHWEST,2015-08,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.667066785295532,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1647,1647,FAR SOUTHWEST,2015-09,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.08616335202882,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1648,1648,FAR SOUTHWEST,2015-10,FAR_SOUTHWEST,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,19.65688432022717,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1649,1649,FAR SOUTHWEST,2015-11,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.908618880214632,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1650,1650,FAR SOUTHWEST,2015-12,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,20.73578327088005,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1651,1651,FAR SOUTHWEST,2016-01,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,18.663923008624486,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1652,1652,FAR SOUTHWEST,2016-03,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.952855412755634,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1653,1653,FAR SOUTHWEST,2016-05,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,22.89951743537382,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1654,1654,FAR SOUTHWEST,2016-06,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.36664026147562,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1655,1655,FAR SOUTHWEST,2016-07,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.486279169718436,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1656,1656,FAR SOUTHWEST,2016-09,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.900725775276623,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1657,1657,FAR SOUTHWEST,2016-10,FAR_SOUTHWEST,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.075909153248727,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1658,1658,FAR SOUTHWEST,2016-11,FAR_SOUTHWEST,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.08768057047037,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1659,1659,FAR SOUTHWEST,2016-12,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,19.42301715027024,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1660,1660,FAR SOUTHWEST,2017-01,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20.333932896701096,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1661,1661,FAR SOUTHWEST,2017-02,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.52464553031939,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1662,1662,FAR SOUTHWEST,2017-04,FAR_SOUTHWEST,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.308292256862085,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1663,1663,FAR SOUTHWEST,2017-06,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,21.621649978686676,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1664,1664,FAR SOUTHWEST,2017-07,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,25.3086090245306,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1665,1665,FAR SOUTHWEST,2017-08,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.84520735996462,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1666,1666,FAR SOUTHWEST,2017-11,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,16.658197860332987,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1667,1667,FAR SOUTHWEST,2017-12,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.41480960609825,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1668,1668,FAR SOUTHWEST,2018-01,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,19.900481566438323,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1669,1669,FAR SOUTHWEST,2018-02,FAR_SOUTHWEST,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.028051199687837,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1670,1670,FAR SOUTHWEST,2018-04,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.90645107529898,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1671,1671,FAR SOUTHWEST,2018-05,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.97275557817532,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1672,1672,FAR SOUTHWEST,2018-06,FAR_SOUTHWEST,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,17.615868669865822,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1673,1673,FAR SOUTHWEST,2018-07,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.67718940456764,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1674,1674,FAR SOUTHWEST,2018-08,FAR_SOUTHWEST,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,16.619275637910434,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1675,1675,FAR SOUTHWEST,2018-09,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.206070648973448,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1676,1676,FAR SOUTHWEST,2018-10,FAR_SOUTHWEST,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.541861380201485,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1677,1677,FAR SOUTHWEST,2018-11,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.41113715759936,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1678,1678,FAR SOUTHWEST,2018-12,FAR_SOUTHWEST,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.511485461410395,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1679,1679,FAR SOUTHWEST,2019-02,FAR_SOUTHWEST,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.08368211402526,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1680,1680,FAR SOUTHWEST,2019-03,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.94541949342556,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1681,1681,FAR SOUTHWEST,2019-06,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.52539199101493,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1682,1682,FAR SOUTHWEST,2019-07,FAR_SOUTHWEST,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.852751072040125,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1683,1683,FAR SOUTHWEST,2019-08,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.227244439227825,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1684,1684,FAR SOUTHWEST,2019-09,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.20774440817853,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1685,1685,FAR SOUTHWEST,2019-11,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.03023836362368,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1686,1686,FAR SOUTHWEST,2019-12,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.616841068731327,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1687,1687,FAR SOUTHWEST,2020-02,FAR_SOUTHWEST,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,18.50069224030968,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1688,1688,FAR SOUTHWEST,2020-03,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.130247755807133,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1689,1689,FAR SOUTHWEST,2020-04,FAR_SOUTHWEST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.29373660124753,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
1690,1690,FAR SOUTHWEST,2020-07,FAR_SOUTHWEST,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.289499838600356,456929,426750,209,37,36,0,3,1973,1999,3356,46,77732,65.6,54.7,13.9,5.2,0.3,26.3,34.1,29.6,1316,6.7,6.3,89.4,23.2,82.6,7.3,2.6,10.7,12,3,16,3.6,0.5,3.3,3.8,2.97,39
