index,Neighborhood,OccurMonth_Year,Animal Cruelty Offenses,Arson,Assault Offenses,Bribery,Burglary,Counterfeiting/Forgery,Drug/Narcotic Offenses,Embezzlement,Extortion/Blackmail,Fraud Offenses,Gambling Offenses,Homicide Offenses,Human Trafficking Offenses,Kidnapping/Abduction,Larceny Offenses,Motor Vehicle Theft,Pornography/Obscene Material,Prostitution Offenses,Robbery,Sex Offenses,Stolen Property Offenses,Vandalism,Weapon Law Violations,Total_Offenses,avg_home_price,median_home_price,average_cost_per_foot,days_on_market,homes_sold_2017,condo_sales,distressed_property_sales,year_built,adj_popn,adj_popn_pe_sq_mi,median_age,median_household_income,home_ownership,married,divorced,widowed,seperated,never_married,popn_bachelors_degree_perc,popn_graduate_degree,median_monthly_housing_expenses,people_below_poverty,unemployed_perc,english_perc,perc_households_children,x,perc_diff_county_last_year,perc_diff_state_last_year,total_newcomers_perc,x.1,parks_perc,x.2,commute_by_public_transit,commute_by_bike_perc,commute_by_walking_perc,commute_biking_walking_perc,miles_bike_route_per_sqkm,walk_score,Matched_Names,Unnamed: 0,dates,Neighborhoods,Average Radiance Per Pixel Per month
3117,KING,2015-09,0.0,1.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,29.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,2500.0,2015-09-01,KING,25.04054736026168
3118,KING,2015-10,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,27.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,2622.0,2015-10-01,KING,23.053514508199253
3119,KING,2015-11,0.0,0.0,11.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,12.0,7.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,47.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,2744.0,2015-11-01,KING,21.585915794640755
3120,KING,2015-12,0.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,33.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,2866.0,2015-12-01,KING,22.002074875843437
3121,KING,2016-01,0.0,0.0,8.0,0.0,5.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,42.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,2988.0,2016-01-01,KING,24.82237255484532
3122,KING,2016-02,0.0,0.0,5.0,0.0,2.0,2.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,38.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,3110.0,2016-02-01,KING,22.389025582470516
3123,KING,2016-03,0.0,0.0,9.0,0.0,3.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,31.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,3232.0,2016-03-01,KING,18.3513974662257
3124,KING,2016-04,0.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,46.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,3354.0,2016-04-01,KING,21.907491719456523
3125,KING,2016-05,0.0,0.0,10.0,0.0,3.0,2.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,44.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,3476.0,2016-05-01,KING,23.540802313534066
3126,KING,2016-06,0.0,0.0,12.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,47.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,3598.0,2016-06-01,KING,21.32111179542699
3127,KING,2016-07,0.0,0.0,5.0,0.0,4.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,39.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,3720.0,2016-07-01,KING,20.210293478370204
3128,KING,2016-08,0.0,0.0,8.0,0.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,41.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,3842.0,2016-08-01,KING,22.639354030587043
3129,KING,2016-09,0.0,0.0,12.0,0.0,5.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,42.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,3964.0,2016-09-01,KING,21.19526435916733
3130,KING,2016-10,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,1.0,31.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,4086.0,2016-10-01,KING,19.575212132743413
3131,KING,2016-11,0.0,0.0,6.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,48.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,4208.0,2016-11-01,KING,19.56196429573671
3132,KING,2016-12,0.0,0.0,5.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,34.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,4330.0,2016-12-01,KING,16.912351291962555
3133,KING,2017-01,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,3.0,1.0,0.0,5.0,2.0,37.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,4452.0,2017-01-01,KING,23.14464642766885
3134,KING,2017-02,0.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,40.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,4574.0,2017-02-01,KING,20.12120403782014
3135,KING,2017-03,0.0,1.0,6.0,0.0,2.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,37.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,4696.0,2017-03-01,KING,21.399616626395577
3136,KING,2017-04,0.0,0.0,8.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,46.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,4818.0,2017-04-01,KING,21.031194316936585
3137,KING,2017-05,0.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,5.0,1.0,0.0,1.0,2.0,0.0,5.0,3.0,46.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,4940.0,2017-05-01,KING,21.376776754018
3138,KING,2017-06,0.0,0.0,4.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,37.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,5062.0,2017-06-01,KING,20.394271391891465
3139,KING,2017-07,0.0,0.0,15.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,39.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,5184.0,2017-07-01,KING,22.797782328426592
3140,KING,2017-08,0.0,0.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,49.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,5306.0,2017-08-01,KING,20.697536342690267
3141,KING,2017-09,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,44.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,5428.0,2017-09-01,KING,20.047465861583166
3142,KING,2017-10,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,19.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,40.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,5550.0,2017-10-01,KING,22.029445990537983
3143,KING,2017-11,0.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,43.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,5672.0,2017-11-01,KING,18.91918944996975
3144,KING,2017-12,0.0,0.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,28.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,53.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,5794.0,2017-12-01,KING,26.98839103771301
3145,KING,2018-01,0.0,0.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,17.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,43.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,5916.0,2018-01-01,KING,23.08404479646012
3146,KING,2018-02,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,6038.0,2018-02-01,KING,29.59806014093315
3147,KING,2018-03,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,34.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,6160.0,2018-03-01,KING,21.64847364417771
3148,KING,2018-04,0.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,25.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,6282.0,2018-04-01,KING,22.32350705417352
3149,KING,2018-05,0.0,0.0,12.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,12.0,3.0,0.0,0.0,3.0,1.0,0.0,7.0,0.0,48.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,6404.0,2018-05-01,KING,22.777655049332715
3150,KING,2018-06,0.0,2.0,11.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,27.0,4.0,0.0,0.0,0.0,3.0,0.0,8.0,2.0,61.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,6526.0,2018-06-01,KING,17.985818951656444
3151,KING,2018-07,0.0,0.0,5.0,0.0,6.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,47.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,6648.0,2018-07-01,KING,21.955061953160463
3152,KING,2018-08,0.0,0.0,10.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,20.0,6.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,52.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,6770.0,2018-08-01,KING,21.044363208799147
3153,KING,2018-09,0.0,1.0,10.0,0.0,8.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,54.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,6892.0,2018-09-01,KING,20.45882954136018
3154,KING,2018-10,0.0,0.0,10.0,0.0,7.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,44.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,7014.0,2018-10-01,KING,20.277435814673687
3155,KING,2018-11,0.0,0.0,11.0,0.0,6.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,44.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,7136.0,2018-11-01,KING,20.27591806132504
3156,KING,2018-12,0.0,1.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,1.0,47.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,7258.0,2018-12-01,KING,24.55665004815416
3157,KING,2019-01,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,39.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,7380.0,2019-01-01,KING,24.263109979400763
3158,KING,2019-02,0.0,0.0,7.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,40.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,7502.0,2019-02-01,KING,25.684689677185617
3159,KING,2019-03,0.0,0.0,14.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,50.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,7624.0,2019-03-01,KING,23.895380408237354
3160,KING,2019-04,0.0,0.0,6.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,36.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,7746.0,2019-04-01,KING,21.188374765457645
3161,KING,2019-05,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,24.0,8.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,56.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,7868.0,2019-05-01,KING,21.458957666597453
3162,KING,2019-06,0.0,0.0,14.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,6.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,58.0,530666.0,499900.0,256.0,24.0,112.0,4.0,1.0,1945.0,6661.0,10747.0,34.0,67228.0,54.9,31.9,11.1,2.8,1.6,52.7,37.3,20.4,1220.0,18.6,6.2,89.5,23.6,77.1,2.6,6.7,9.8,3.0,1.0,15,13.2,17.1,3.1,20.1,1.5,90.0,KING,7990.0,2019-06-01,KING,21.71994203373457
